230001;1;2301;4,2;4,7;4,45
230001;2;2301;3,2;3,5;3,35
230001;3;2301;4;4,6;4,3
230001;4;2301;4,4;4,4;4,4
230001;5;2301;4,2;4,4;4,3
230001;6;2301;3,3;4,7;4
230001;7;2301;4,8;3,1;3,95
230001;8;2301;3,4;4,8;4,1
230001;9;2301;3,6;3,3;3,45
230001;10;2301;4,5;4;4,25
230001;11;2301;3,8;3,2;3,5
230001;12;2301;3,5;3,2;3,35
230002;1;2301;3,5;4,9;4,2
230002;2;2301;4,4;4,2;4,3
230002;3;2301;3,8;3,5;3,65
230002;4;2301;3,5;4,4;3,95
230002;5;2301;4,8;3,1;3,95
230002;6;2301;3,2;4,1;3,65
230002;7;2301;4,3;3,3;3,8
230002;8;2301;3;4,2;3,6
230002;9;2301;4;4;4
230002;10;2301;4,7;4,4;4,55
230002;11;2301;3,6;3,3;3,45
230002;12;2301;3,9;3,4;3,65
230003;1;2301;3,6;4,9;4,25
230003;2;2301;3,9;3,2;3,55
230003;3;2301;3,2;3,8;3,5
230003;4;2301;3,5;4,1;3,8
230003;5;2301;3,1;3,5;3,3
230003;6;2301;3,3;4,8;4,05
230003;7;2301;3,2;5;4,1
230003;8;2301;3,8;4,3;4,05
230003;9;2301;3,8;3,4;3,6
230003;10;2301;4,4;4,6;4,5
230003;11;2301;4;4,3;4,15
230003;12;2301;3,9;4,1;4
230004;1;2301;4,9;4,3;4,6
230004;2;2301;3,2;3,7;3,45
230004;3;2301;4,5;4,6;4,55
230004;4;2301;3;3,7;3,35
230004;5;2301;4,6;4,2;4,4
230004;6;2301;4,5;4;4,25
230004;7;2301;4,9;4,4;4,65
230004;8;2301;3,9;3,6;3,75
230004;9;2301;4,7;4,2;4,45
230004;10;2301;4,3;3,9;4,1
230004;11;2301;4,1;3,6;3,85
230004;12;2301;3,7;4,4;4,05
230005;1;2301;3,5;3,3;3,4
230005;2;2301;3,6;3,7;3,65
230005;3;2301;4,1;3,7;3,9
230005;4;2301;3;4,1;3,55
230005;5;2301;4;3,7;3,85
230005;6;2301;4,2;3,1;3,65
230005;7;2301;4,5;4,1;4,3
230005;8;2301;4,8;3,3;4,05
230005;9;2301;4,1;3,4;3,75
230005;10;2301;3,5;3,8;3,65
230005;11;2301;4,3;4,9;4,6
230005;12;2301;4,6;3,5;4,05
230006;1;2301;6;9,8;7,9
230006;2;2301;6,1;6;6,05
230006;3;2301;8,5;6,2;7,35
230006;4;2301;7,9;6,8;7,35
230006;5;2301;8,1;7,9;8
230006;6;2301;7;8,7;7,85
230006;7;2301;5,4;8;6,7
230006;8;2301;5,1;9,9;7,5
230006;9;2301;8,4;5,6;7
230006;10;2301;7;8,5;7,75
230006;11;2301;9;6,1;7,55
230006;12;2301;5,4;9;7,2
230007;1;2301;7,2;7,7;7,45
230007;2;2301;7,4;6,5;6,95
230007;3;2301;7;5,4;6,2
230007;4;2301;5,6;9;7,3
230007;5;2301;9,6;7,9;8,75
230007;6;2301;7,7;7,2;7,45
230007;7;2301;7,3;5,1;6,2
230007;8;2301;9,6;8,9;9,25
230007;9;2301;8;8,1;8,05
230007;10;2301;9,6;7,5;8,55
230007;11;2301;9,3;5,3;7,3
230007;12;2301;6,9;6,4;6,65
230008;1;2301;7,1;9,2;8,15
230008;2;2301;8;7,5;7,75
230008;3;2301;5,2;5,4;5,3
230008;4;2301;9,8;6,1;7,95
230008;5;2301;5,5;8,4;6,95
230008;6;2301;9,9;9,6;9,75
230008;7;2301;5,2;9,3;7,25
230008;8;2301;7,1;5,9;6,5
230008;9;2301;8,3;8;8,15
230008;10;2301;8,8;9;8,9
230008;11;2301;5,5;8,8;7,15
230008;12;2301;8;7,5;7,75
230009;1;2301;5,2;8,8;7
230009;2;2301;9,5;5,3;7,4
230009;3;2301;7,2;6,2;6,7
230009;4;2301;5,6;5,2;5,4
230009;5;2301;7,6;9,5;8,55
230009;6;2301;8,1;7,4;7,75
230009;7;2301;9;8,7;8,85
230009;8;2301;6,4;9,9;8,15
230009;9;2301;5,7;6,5;6,1
230009;10;2301;6,3;7,6;6,95
230009;11;2301;6,5;6,8;6,65
230009;12;2301;7,8;5,9;6,85
230010;1;2301;5,6;9,6;7,6
230010;2;2301;7,8;5,2;6,5
230010;3;2301;5,6;6,7;6,15
230010;4;2301;5,2;5;5,1
230010;5;2301;6,6;5,1;5,85
230010;6;2301;7,6;8,6;8,1
230010;7;2301;7,9;5,2;6,55
230010;8;2301;8,2;5,5;6,85
230010;9;2301;9,8;6,1;7,95
230010;10;2301;9,6;5,5;7,55
230010;11;2301;9,9;5;7,45
230010;12;2301;6,6;5,9;6,25
230011;1;2301;9,9;8,9;9,4
230011;2;2301;7,3;7,4;7,35
230011;3;2301;9,7;8,8;9,25
230011;4;2301;6,2;6,7;6,45
230011;5;2301;5,2;6,4;5,8
230011;6;2301;6,3;8,6;7,45
230011;7;2301;5;5,2;5,1
230011;8;2301;6,4;6;6,2
230011;9;2301;6,1;9,3;7,7
230011;10;2301;7,7;6,1;6,9
230011;11;2301;9;9,1;9,05
230011;12;2301;5,1;5,4;5,25
230012;1;2301;7,3;7,7;7,5
230012;2;2301;7,7;7,3;7,5
230012;3;2301;7,8;9,1;8,45
230012;4;2301;9,7;5,3;7,5
230012;5;2301;9,9;9;9,45
230012;6;2301;7,5;9,8;8,65
230012;7;2301;5,6;7,1;6,35
230012;8;2301;8,3;6,1;7,2
230012;9;2301;7,1;9,8;8,45
230012;10;2301;7;9;8
230012;11;2301;7,1;9,3;8,2
230012;12;2301;8,9;5,7;7,3
230013;1;2301;8;9,3;8,65
